,Symbol,Name,Industry,IndustryCode
2259,PDLB,Ponce Financial Group Inc,은행,551010
2260,GACQ,Global Consumer Acquisition Corp,기타 금융업,556010
2261,LBTYB,Liberty Global PLC Class B,통신 서비스,574010
2262,STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
2263,MTACU,MedTech Acquisition Units,기타 금융업,556010
2264,BWFG,Bankwell Financial Group Inc,은행,551010
2265,FUND,Sprott Focus Trust Closed End Fund,다양한 금융서비스,555010
2266,HNRG,Hallador Energy Co,석탄,501010
2267,THCPU,Thunder Bridge Capital Partners IV Units,기타 금융업,556010
2268,SKYX,SKYX Platforms Corp,"건설장비 및 대형차, 기차, 배",521020
2269,ARDX,Ardelyx Inc,생명과학 및 메디컬 리서치,562020
2270,WEYS,WEYCO Group Inc,섬유 및 의류,532020
2271,CLPT,Clearpoint Neuro Inc,헬스케어 장비 및 용품,561010
2272,CSLM,Consilium Acquisition I Ltd Corp Class A,기타 금융업,556010
2273,BSVN,Bank7 Corp,은행,551010
2274,MCAAU,Mountain I Acquisition Units,기타 금융업,556010
2275,AKICU,Sports Ventures Acq Units,기타 금융업,556010
2276,FRONU,Frontier Acquisition Units,기타 금융업,556010
2277,YI,111 Inc ADR,소프트웨어 및 IT서비스,572010
2278,ACEVU,ACE Convergence Acquisition Unit,기타 금융업,556010
2279,DTRTU,DTRT Health Acquisition Units,기타 금융업,556010
2280,TOACU,Talon 1 Acquisition Units,기타 금융업,556010
2281,STRS,Stratus Properties Inc,부동산 운영 관리,601010
2282,CITEU,Cartica Acquisition Units,기타 금융업,556010
2283,PLAOU,Patria Latin American Opportunity Acquisition Unit,기타 금융업,556010
2284,LSAK,Lesaka Technologies Inc,전문 및 상업 서비스,522030
2285,OTLK,Outlook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2286,STRC,Sarcos Technology and Robotics Corp,"건설장비 및 대형차, 기차, 배",521020
2287,USCTU,TKB Critical Technologies 1 Units,기타 금융업,556010
2288,CMCAU,Capitalworks Emerging Markets Acquisition Units,기타 금융업,556010
2289,TLS,Telos Corp,소프트웨어 및 IT서비스,572010
2290,SVNAU,7 Acquisition Units,기타 금융업,556010
2291,PBAX,Phoenix Biotech Acquisition Corp Class A,기타 금융업,556010
2292,IMAQU,International Media Acquisition Units,기타 금융업,556010
2293,PCCTU,Perception Capital II Units,기타 금융업,556010
2294,CNTY,Century Casinos Inc,호텔 및 엔터테인먼트,533010
2295,ACIU,AC Immune SA,생명과학 및 메디컬 리서치,562020
2296,UTAAU,Uta Acquisition Units,기타 금융업,556010
2297,CENN,Cenntro Electric Group Ltd,자동차 및 자동차 부품,531010
2298,JYNT,Joint Corp,헬스케어 업체 및 서비스,561020
2299,TLGYU,TLGY Acquisition Units,기타 금융업,556010
2300,OCUL,Ocular Therapeutix Inc,제약,562010
2301,ADALU,Anthemis Digital Acquisitions I Units,기타 금융업,556010
2302,BPACU,Bullpen Parlay Acquisition Company Units,기타 금융업,556010
2303,SHCAU,Spindletop Health Acquisition Units,기타 금융업,556010
2304,JGGCU,Jaguar Global Growth I Units,기타 금융업,556010
2305,AMTX,Aemetis Inc,재생에너지,502010
2306,SVII,Spring Valley Acquisition Corp II Class A,기타 금융업,556010
2307,AEAEU,AltEnergy Acquisition Units,기타 금융업,556010
2308,DAOOU,Crypto 1 Acquisition Units,기타 금융업,556010
2309,RENEU,Cartesian Growth Ii Units,기타 금융업,556010
2310,CFFS,CF Acquisition VII Corp Class A,기타 금융업,556010
2311,SLMBP,SLM Floating Rate Non Cumulative Pref Shs Series B,은행,551010
2312,CVCY,Central Valley Community Bancorp,은행,551010
2313,BHACU,Crixus BH3 Acquisition Company Units,기타 금융업,556010
2314,PANA,Panacea Acquisition II Corp Class A,기타 금융업,556010
2315,JOAN,Joann Inc,전문품 상점,534030
2316,XFINU,Excelfin Acquisition Units,기타 금융업,556010
2317,PTICU,Proptech Invest II Units,기타 금융업,556010
2318,WWACU,Worldwide Webb Acquisition Units,기타 금융업,556010
2319,TCRT,Alaunos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2320,OB,Outbrain Inc,소프트웨어 및 IT서비스,572010
2321,NOACU,Natural Order Acquisition Units,기타 금융업,556010
2322,FIACU,Focus Impact Acquisition Units,기타 금융업,556010
2323,MPRAU,Mercato Partners Acquisition Units,기타 금융업,556010
2324,DPCSU,DP Cap Acquisition I Units,기타 금융업,556010
2325,NIU,NIU Technologies ADR,자동차 및 자동차 부품,531010
2326,OPTN,OptiNose Inc,제약,562010
2327,BLTSU,Bright Lights Acquisition Units,기타 금융업,556010
2328,IXAQU,IX Acquisition Units,기타 금융업,556010
2329,AEACU,Authentic Equity Acquisition Units,기타 금융업,556010
2330,VELOU,Velocity Acquisition Units,기타 금융업,556010
2331,ARBGU,Aequi Acquisition Units,기타 금융업,556010
2332,SGAM,Seaport Global Acquisition Corp Class A,기타 금융업,556010
2333,VIIAU,7GC Holdings Units,기타 금융업,556010
2334,ZWRKU,Z Work Acquisition Units,기타 금융업,556010
2335,ITQRU,Itiquira Acquisition Units,기타 금융업,556010
2336,KAIIU,Kismet Acquisition Two Units,기타 금융업,556010
2337,SHACU,Scp Healthcare Units,기타 금융업,556010
2338,OSTRU,Oyster Enterprises Acquisition Units,기타 금융업,556010
2339,BIOTU,Biotech Acquisition Company Units,기타 금융업,556010
2340,VMGAU,VMG Consumer Acquisition Units,기타 금융업,556010
2341,TMC,TMC the metals company Inc,메탈&마이닝,512010
2342,LDHAU,LDH Growth I Units,기타 금융업,556010
2343,GNACU,Group Nine Acquisition Units,기타 금융업,556010
2344,VLATU,Valor Latitude Acquisition Units,기타 금융업,556010
2345,TMTSU,Spartacus Acq Units,기타 금융업,556010
2346,AXTI,AXT Inc,반도체 및 반도체 장비,571010
2347,PFSW,PFSweb Inc,소프트웨어 및 IT서비스,572010
2348,IMRX,Immuneering Corp Class A,생명과학 및 메디컬 리서치,562020
2349,HEPS,D Market Elektronik Hizmetler ve Ticaret AS ADR,다양한 소매업,534020
2350,ALOR,ALSP Orchid Acquisition I Corp Class A,기타 금융업,556010
2351,BCOV,Brightcove Inc,소프트웨어 및 IT서비스,572010
2352,CNCE,Concert Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2353,BLI,Berkeley Lights Inc,헬스케어 장비 및 용품,561010
2354,BHFAM,Brighthouse Financial DS rep 1 1 000 4 625 Cum Prf Shs Series D,보험,553010
2355,JSM,Navient 6 Prcnt Senior Notes Exp 15 Dec 2043,은행,551010
2356,MRNS,Marinus Pharmaceuticals Inc,제약,562010
2357,CONN,Conn's Inc,전문품 상점,534030
2358,HMPT,Home Point Capital Inc,은행,551010
2359,GRTS,Gritstone bio Inc,제약,562010
2360,VERI,Veritone Inc,소프트웨어 및 IT서비스,572010
2361,IVCPU,Swiftmerge Acquisition Units,기타 금융업,556010
2362,INCR,InterCure Ltd,헬스케어 업체 및 서비스,561020
2363,MEAC,Mercury Ecommerce Acquisition Corp Class A,기타 금융업,556010
2364,NECB,Northeast Community Bancorp Inc,은행,551010
2365,SWSS,Springwater Special Situations Corp,기타 금융업,556010
2366,VMCAU,Valuence Merger I Units,기타 금융업,556010
2367,IXHL,Incannex Healthcare Ltd ADR,제약,562010
2368,DIBS,1stdibs.Com Inc,소프트웨어 및 IT서비스,572010
2369,RNER,Mount Rainier Acquisition Corp,기타 금융업,556010
2370,PANL,Pangaea Logistics Solutions Ltd,화물 및 물류 서비스,524050
2371,SELB,Selecta Biosciences Inc,생명과학 및 메디컬 리서치,562020
2372,WAFDP,WASHINGTON FED DRC,은행,551010
2373,NKSH,National Bankshares Inc,은행,551010
2374,UPLD,Upland Software Inc,소프트웨어 및 IT서비스,572010
2375,TCFC,Community Financial Corp(Maryland),은행,551010
2376,AFAQU,AF Acquisition Units,기타 금융업,556010
2377,TPBA,TPB Acquisition Corporation I Class A,기타 금융업,556010
2378,OXUS,Oxus Acquisition Corp Class A,기타 금융업,556010
2379,BWCAU,Blue Whale Acquisition I Units,기타 금융업,556010
2380,PNFPP,Pinnacle Finl Partners 40 DS Rep Ord Shs Series B,은행,551010
2381,PGRW,Progress Acquisition Corp Class A,기타 금융업,556010
2382,CMCTP,Creative Media And Community Trust Pref Shs Series L,주택 및 상업용 리츠,601020
2383,ENVI,Environmental Impact Acquisition Corp Class A,기타 금융업,556010
2384,SHQAU,Shelter Acquisition I Units,기타 금융업,556010
2385,SMLR,Semler Scientific Inc,헬스케어 장비 및 용품,561010
2386,ARCK,Arbor Rapha Capital Bioholdings Corp I Class A,기타 금융업,556010
2387,THACU,Thrive Acquisition Units,기타 금융업,556010
2388,SZZL,Sizzle Acquisition Corp,기타 금융업,556010
2389,SKYAU,Skydeck Acquisition Units,기타 금융업,556010
2390,FNVT,Finnovate Acquisition Corp Class A,기타 금융업,556010
2391,THAC,Thrive Acquisition Corp Class A,기타 금융업,556010
2392,EH,EHang Holdings Ltd ADR,우주항공 및 국방,521010
2393,AFAC,Arena Fortify Acquisition Corp Class A,기타 금융업,556010
2394,INVE,Identiv Inc,전자 장비 및 부품,571040
2395,APXI,APx Acquisition I Corp Class A,기타 금융업,556010
2396,BZUN,Baozun Inc ADR,소프트웨어 및 IT서비스,572010
2397,CENQ,Cenaq Energy Corp Class A,기타 금융업,556010
2398,FRSGU,First Reserve Sustainable Growth Units,기타 금융업,556010
2399,TWCB,Bilander Acquisition Corp Class A,기타 금융업,556010
2400,HAIAU,Healthcare AI Acquisition Units,기타 금융업,556010
2401,LATNU,Union Acquisition Corp II Unit,기타 금융업,556010
2402,GACQU,Global Consumer Acquisition Units,기타 금융업,556010
2403,GNRS,Greenrose Acquisition Corp,기타 금융업,556010
2404,LSEA,Landsea Homes Corp,부동산 운영 관리,601010
2405,ASAX,Astrea Acquisition Corp Class A,기타 금융업,556010
2406,ISTR,Investar Holding Corp,은행,551010
2407,BRIV,B Riley Principal 250 Merger Corp Class A,기타 금융업,556010
2408,GBBK,Global Blockchain Acquisition Corp,기타 금융업,556010
2409,ISAA,Iron Spark I Inc Class A,기타 금융업,556010
2410,LVOX,LiveVox Holdings Inc Class A,소프트웨어 및 IT서비스,572010
2411,WLDN,Willdan Group Inc,전문 및 상업 서비스,522030
2412,ESSA,ESSA Bancorp Inc,은행,551010
2413,TGAAU,Target Global Acquisition I Units,기타 금융업,556010
2414,CVGI,Commercial Vehicle Group Inc,자동차 및 자동차 부품,531010
2415,XPAXU,XPAC Acquisition Units,기타 금융업,556010
2416,ITAQ,Industrial Tech Acquisitions II Inc Class A,기타 금융업,556010
2417,KSI,Kadem Sustainable Impact Corp Class A,기타 금융업,556010
2418,FOSL,Fossil Group Inc,섬유 및 의류,532020
2419,PHIC,Population Health Investment Co Inc Class A,기타 금융업,556010
2420,CHMG,Chemung Financial Corp,은행,551010
2421,RGCO,RGC Resources Inc,천연가스 유틸리티,591020
2422,GNUS,Genius Brands International Inc,미디어 및 출판,533020
2423,RLYB,Rallybio Corp,생명과학 및 메디컬 리서치,562020
2424,WETG,WeTrade Group Inc,소프트웨어 및 IT서비스,572010
2425,SPTK,SportsTek Acquisition Corp Class A,기타 금융업,556010
2426,BPRN,Bank Of Princeton,은행,551010
2427,PEPL,PepperLime Health Acquisition Corp Class A,기타 금융업,556010
2428,OPRT,Oportun Financial Corp,은행,551010
2429,FENC,Fennec Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2430,GWACU,Good Works Acquisition Corp,기타 금융업,556010
2431,LUNG,Pulmonx Corp,헬스케어 장비 및 용품,561010
2432,TOI,Oncology Institute Inc,헬스케어 업체 및 서비스,561020
2433,ATOM,Atomera Inc,반도체 및 반도체 장비,571010
2434,PVBC,Provident Bancorp Inc (Maryland),은행,551010
2435,FRWAU,Pwp Forward Acquisition I Units,기타 금융업,556010
2436,URGN,Urogen Pharma Ltd,생명과학 및 메디컬 리서치,562020
2437,AGIL,AgileThought Inc Class A,소프트웨어 및 IT서비스,572010
2438,CTLP,Cantaloupe Inc,핀테크,573010
2439,CNGLU,Canna Global Acquisition Units,기타 금융업,556010
2440,SKGRU,SK Growth Opportunities Units,은행,551010
2441,MNSB,MainStreet Bancshares Inc,은행,551010
2442,CDAQU,Compass Digital Acquisition Units,기타 금융업,556010
2443,AVACU,Avalon Acquisition Units,기타 금융업,556010
2444,CVLY,Codorus Valley Bancorp Inc,은행,551010
2445,IQMDU,Intelligent Medicine Acquisition Units,기타 금융업,556010
2446,VLDR,Velodyne Lidar Inc,전자 장비 및 부품,571040
2447,HQI,Hirequest Inc,전문 및 상업 서비스,522030
2448,PTMN,Portman Ridge Finance Corp,다양한 금융서비스,555010
2449,PCYO,Pure Cycle Corp,수도 유틸리티,591030
2450,DLCAU,Deep Lake Capital Acquisition Units,기타 금융업,556010
2451,CGNT,Cognyte Software Ltd,소프트웨어 및 IT서비스,572010
2452,MOLN,Molecular Partners AG ADR,생명과학 및 메디컬 리서치,562020
2453,GHACU,Gaming Hospitality Acquisition Units,기타 금융업,556010
2454,AACI,Armada Acquisition Corp I,기타 금융업,556010
2455,SVIIU,Spring Valley Acquisition Ii Units,기타 금융업,556010
2456,SAMA,Schultze Special Purpose Acquisition Corp II Class A,기타 금융업,556010
2457,WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
2458,STKS,One Group Hospitality Inc,호텔 및 엔터테인먼트,533010
2459,ENERU,Accretion Acquisition Units,기타 금융업,556010
2460,ARAY,Accuray Inc,헬스케어 장비 및 용품,561010
2461,FITBO,Fifth Third Bancorp 1000 DS Representing Preferred Series K,은행,551010
2462,RCAC,Revelstone Capital Acquisition Corp Class A,기타 금융업,556010
2463,EVLO,Evelo Biosciences Inc,생명과학 및 메디컬 리서치,562020
2464,LVLU,Lulu's Fashion Lounge Holdings Inc,다양한 소매업,534020
2465,BNR,Burning Rock Biotech Ltd ADR,헬스케어 업체 및 서비스,561020
2466,ATAKU,Aurora Technology Acquisition Units,기타 금융업,556010
2467,THRN,Thorne Healthtech Inc,제약,562010
2468,CRECU,Crescera Capital Acquisition Units,기타 금융업,556010
2469,ASCB,ASPAC II Acquisition Corp,기타 금융업,556010
2470,GEEXU,Games Esports Experience Acquisition Units,기타 금융업,556010
2471,ATLO,Ames National Corp,은행,551010
2472,GVCIU,Green Visor Financial Technology Acquisition I Units,기타 금융업,556010
2473,GIWWU,Giginternational1 Units,기타 금융업,556010
2474,VHNAU,Vahanna Tech Edge Acquisition I Units,기타 금융업,556010
2475,MHLD,Maiden Holdings Ltd,보험,553010
2476,XERS,Xeris Biopharma Holdings Inc,생명과학 및 메디컬 리서치,562020
2477,VXRT,Vaxart Inc,생명과학 및 메디컬 리서치,562020
2478,CRZNU,Corazon Capital V838 Monoceros Units,기타 금융업,556010
2479,VCXAU,10X Capital Venture Acquisition II Units,기타 금융업,556010
2480,APACU,Stonebridge Acquisition Units,기타 금융업,556010
2481,CIFR,Cipher Mining Inc,핀테크,573010
2482,RAIN,Rain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2483,MLAIU,McLaren Technology Acquisition Units,기타 금융업,556010
2484,ASCBU,A SPAC II Acquisition Units,기타 금융업,556010
2485,ARTEU,Artemis Strategic Investment Units,기타 금융업,556010
2486,OPT,Opthea Ltd ADR,생명과학 및 메디컬 리서치,562020
2487,PRLHU,Pearl Holdings Acquisition Units,기타 금융업,556010
2488,GTACU,Global Technology Acquisition I Units,기타 금융업,556010
2489,YMAB,Y-mAbs Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2490,HIVE,HIVE Blockchain Technologies Ltd,핀테크,573010
2491,VYGR,Voyager Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2492,AUTL,Autolus Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
2493,BWMN,Bowman Consulting Group Ltd,건설 및 엔지니어링,522010
2494,WNEB,Western New England Bancorp Inc,은행,551010
2495,SMMT,Summit Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2496,XOMA,XOMA Corp,생명과학 및 메디컬 리서치,562020
2497,TBSAU,TB SA Acquisition Unit,기타 금융업,556010
2498,KVHI,KVH Industries Inc,커뮤니케이션 및 네트워킹,571020
2499,GLHAU,Glass Houses Acquisition Units,기타 금융업,556010
2500,SMIHU,Summit Healthcare Acquisition Units,기타 금융업,556010
2501,ROSE,Rose Hill Acquisition Corp Class A,기타 금융업,556010
2502,CALB,California BanCorp,은행,551010
2503,HPLTU,Home Plate Acquisition Units,기타 금융업,556010
2504,ORIAU,Orion Biotech Opportunities Units,기타 금융업,556010
2505,JAQC,Jupiter Acquisition Corp,기타 금융업,556010
2506,APLD,Applied Blockchain Inc,핀테크,573010
2507,HOFT,Hooker Furnishings Corp,가정용품,532040
2508,AKTS,Akoustis Technologies Inc,전자 장비 및 부품,571040
2509,GRPH,Graphite Bio Inc,생명과학 및 메디컬 리서치,562020
2510,KLXE,KLX Energy Services Holdings Inc,오일 및 가스 장비 및 서비스,501030
2511,PLBC,Plumas Bancorp,은행,551010
2512,KMDA,Kamada Ltd,제약,562010
2513,FICVU,Frontier Investment Units,기타 금융업,556010
2514,CLOE,Clover Leaf Capital Corp Class A,기타 금융업,556010
2515,GNFT,Genfit SA ADR,생명과학 및 메디컬 리서치,562020
2516,MAPS,WM Technology Inc Class A,소프트웨어 및 IT서비스,572010
2517,BNNR,Banner Acquisition Corp Class A,기타 금융업,556010
2518,LCNB,LCNB Corp,은행,551010
2519,BLNG,Belong Acquisition Corp Class A,기타 금융업,556010
2520,OLIT,Omnilit Acquisition Corp Class A,기타 금융업,556010
2521,ALPA,Alpha Healthcare Acquisition Corp III Class A,기타 금융업,556010
2522,CSLMU,Consilium Acquisition I Units,기타 금융업,556010
2523,ABGI,ABG Acquisition I Corp Class A,기타 금융업,556010
2524,LMST,Limestone Bancorp Inc,은행,551010
2525,RACB,Research Alliance II Corp Class A,기타 금융업,556010
2526,LTRX,Lantronix Inc,커뮤니케이션 및 네트워킹,571020
2527,BOCNU,Blue Ocean Acquisition Units,기타 금융업,556010
2528,EM,Smart Share Global Ltd ADR,"컴퓨터, 전화 및 가전제품",571060
2529,ARYD,ARYA Sciences Acquisition Corp IV Class A,기타 금융업,556010
2530,VBNK,VersaBank,은행,551010
2531,ARYE,ARYA Sciences Acquisition Corp V Class A,기타 금융업,556010
2532,OCAX,OCA Acquisition Corp Class A,기타 금융업,556010
2533,TBNK,Territorial Bancorp Inc,은행,551010
2534,GNRSU,Greenrose Acquisition Corp Unit,기타 금융업,556010
2535,PBAXU,Phoenix Biotech Acquisition Units,기타 금융업,556010
2536,FRGI,Fiesta Restaurant Group Inc,호텔 및 엔터테인먼트,533010
2537,LVTX,LAVA Therapeutics NV,생명과학 및 메디컬 리서치,562020
2538,MAQCU,Maquia Capital Acquisition Units,기타 금융업,556010
2539,TRONU,Corner Growth Acquisition 2 Units,기타 금융업,556010
2540,AGNCM,AGNC Investment 1000 DS Rep 6.875 Fixed to Floating Cumulative Redeemable Pref,주택 및 상업용 리츠,601020
2541,RACY,Relativity Acquisition Corp Class A,기타 금융업,556010
2542,RCKY,Rocky Brands Inc,섬유 및 의류,532020
2543,TROO,TROOPS Inc,은행,551010
2544,MITA,Coliseum Acquisition Corp Class A,기타 금융업,556010
2545,CCAI,Cascadia Acquisition Corp Class A,기타 금융업,556010
2546,CFFI,C&F Financial Corp,은행,551010
2547,REE,REE Automotive Ltd Class A,자동차 및 자동차 부품,531010
2548,MRBK,Meridian Corp,은행,551010
2549,THTX,Theratechnologies Inc,제약,562010
2550,ADTH,AdTheorent Holding Company Inc Class A,소프트웨어 및 IT서비스,572010
2551,AMCI,AMCI Acquisition Corp II Class A,기타 금융업,556010
2552,CCLP,CSI Compressco Units,오일 및 가스 장비 및 서비스,501030
2553,XOS,Xos Inc,자동차 및 자동차 부품,531010
2554,ALPS,Alpine Summit Energy Partners Inc Class A,기타 금융업,556010
2555,VABK,Virginia National Bankshares Corp,은행,551010
2556,ALORU,ALSP Orchid Acquisition I Units,기타 금융업,556010
2557,APMI,Axonprime Infrastructure Acquisition Corp Class A,기타 금융업,556010
2558,PRPH,Prophase Labs Inc,식품 및 담배,541020
2559,CMRX,Chimerix Inc,생명과학 및 메디컬 리서치,562020
2560,JWAC,Jupiter Wellness Acquisition Corp Class A,기타 금융업,556010
2561,JAKK,JAKKS Pacific Inc,레저 상품,532050
2562,YELL,Yellow Corp,화물 및 물류 서비스,524050
2563,LMDX,LumiraDx Ltd,헬스케어 장비 및 용품,561010
2564,CFFSU,CF Acquisition VII Units,기타 금융업,556010
2565,TERN,Terns Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2566,TTSH,Tile Shop Holdings Inc,전문품 상점,534030
2567,EIGR,Eiger BioPharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2568,SGC,Superior Group of Companies Inc,섬유 및 의류,532020
2569,VFF,Village Farms International Inc,식품 및 담배,541020
2570,TPBAU,TPB Acquisition I Units,기타 금융업,556010
2571,IMMP,Immutep Ltd ADR,생명과학 및 메디컬 리서치,562020
2572,SGII,Seaport Global Acquisition II Corp Class A,기타 금융업,556010
2573,CPSS,Consumer Portfolio Services Inc,은행,551010
2574,MEACU,Mercury Ecommerce Acquisition Units,기타 금융업,556010
2575,IMMR,Immersion Corp,소프트웨어 및 IT서비스,572010
2576,VAXX,Vaxxinity Inc Class A,생명과학 및 메디컬 리서치,562020
2577,AMHC,Amplitude Healthcare Acquisition Corp Class A,기타 금융업,556010
2578,PGRWU,Progress Acquisition Units,기타 금융업,556010
2579,AVAH,Aveanna Healthcare Holdings Inc,헬스케어 업체 및 서비스,561020
2580,PKOH,Park Ohio Holdings Corp,"건설장비 및 대형차, 기차, 배",521020
2581,FITBP,Fifth Third Bancorp 40 Depository Shares representing Non Cum Series A Pref,은행,551010
2582,SWSSU,Springwater Special Situations Units,기타 금융업,556010
2583,CTRN,Citi Trends Inc,전문품 상점,534030
2584,FAZE,FaZe Holdings Inc,소프트웨어 및 IT서비스,572010
2585,PFMT,Performant Financial Corp,전문 및 상업 서비스,522030
2586,VCKAU,Vickers Vantage I Units,기타 금융업,556010
2587,OMEG,Omega Alpha SPAC Class A,기타 금융업,556010
2588,AIP,Arteris Inc,소프트웨어 및 IT서비스,572010
2589,FNVTU,Finnovate Acquisition Units,기타 금융업,556010
2590,ENVIU,Environmental Impact Acquisition Units,기타 금융업,556010
2591,CENQU,CENAQ Energy Units,기타 금융업,556010
2592,MRCC,Monroe Capital Corp,다양한 금융서비스,555010
2593,ALYA,Alithya Group Inc Class A,소프트웨어 및 IT서비스,572010
2594,IPHA,Innate Pharma SA ADR,생명과학 및 메디컬 리서치,562020
2595,TDAC,Trident Acquisitions Corp,기타 금융업,556010
2596,OXUSU,Oxus Acquisition Units,기타 금융업,556010
2597,ARCKU,Arbor Rapha Capital Bioholdings I Units,기타 금융업,556010
2598,RGF,Real Good Food Company Inc Class A,식품 및 담배,541020
2599,RNERU,Mount Rainier Acquisition Units,기타 금융업,556010
2600,APXIU,APx Acquisition I Units,기타 금융업,556010
2601,RLMD,Relmada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2602,AFACU,Arena Fortify Acquisition Units,기타 금융업,556010
2603,LINC,Lincoln Educational Services Corp,비즈니스교육,631030
2604,MURF,Murphy Canyon Acquisition Corp Class A,기타 금융업,556010
2605,NHICU,Newhold Investment II Units,기타 금융업,556010
2606,FATBP,FAT Brands 8 25 Cum Prf Shs Series B,호텔 및 엔터테인먼트,533010
2607,KSICU,Kadem Sustainable Impact Units,기타 금융업,556010
2608,PWOD,Penns Woods Bancorp Inc,은행,551010
2609,FRBK,Republic First Bancorp Inc,은행,551010
2610,ITAQU,Industrial Tech Acquisitions II Units,기타 금융업,556010
2611,PHICU,Population Health Investment Units,기타 금융업,556010
2612,OPBK,OP Bancorp,은행,551010
2613,INKAU,KludeIn I Acquisition Units,기타 금융업,556010
2614,BYNOU,Bynordic Acq Units,기타 금융업,556010
2615,FLAC,Frazier Lifesciences Acquisition Corp Class A,기타 금융업,556010
2616,LATN,Union Acquisition Corp II,기타 금융업,556010
2617,DLHC,DLH Holdings Corp,헬스케어 업체 및 서비스,561020
2618,SPTKU,SportsTek Acquisition Units,기타 금융업,556010
2619,BSET,Bassett Furniture Industries Inc,가정용품,532040
2620,PEPLU,PepperLime Health Acquisition Units,기타 금융업,556010
2621,TCMD,Tactile Systems Technology Inc,헬스케어 장비 및 용품,561010
2622,COFS,ChoiceOne Financial Services Inc,은행,551010
2623,LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
2624,AUBAP,Atlantic Un Bankshares 400 Dep Shs Repstg 1 Perp Prf  Shs Series A,은행,551010
2625,BRIVU,B Riley Principal 250 Merger Units,기타 금융업,556010
2626,XAIR,Beyond Air Inc,헬스케어 장비 및 용품,561010
2627,MBCN,Middlefield Banc Corp,은행,551010
2628,SPOK,Spok Holdings Inc,통신 서비스,574010
2629,HYMC,Hycroft Mining Holding Corporation Class A,메탈&마이닝,512010
2630,MULN,Mullen Automotive Inc,자동차 및 자동차 부품,531010
2631,OMIC,Singular Genomics Systems Inc,생명과학 및 메디컬 리서치,562020
2632,BPYPO,Brookfield Ppty Partners 6 375 Cum Red Perp Pfd Unit Class A,부동산 운영 관리,601010
2633,DUNEU,Dune Acquisition Units,기타 금융업,556010
2634,FULTP,Fulton Financial 1 40th DS Cum Prf Shs Series A,은행,551010
2635,EPSN,Epsilon Energy Ltd,오일 및 가스,501020
2636,NBSTU,Newbury Street Acquisition Units,기타 금융업,556010
2637,OMER,Omeros Corp,제약,562010
2638,FCNCO,First Citizens BancShares 5 625 Non Cumulative Perpetual Prf Shs Series C,은행,551010
2639,BBIG,Vinco Ventures Inc,미디어 및 출판,533020
2640,MACK,Merrimack Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2641,QRHC,Quest Resource Holding Corp,전문 및 상업 서비스,522030
2642,SVBI,Severn Bancorp Inc,은행,551010
2643,SZZLU,Sizzle Acquisition Units,기타 금융업,556010
2644,IVA,Inventiva SA ADR,생명과학 및 메디컬 리서치,562020
2645,DMAQ,Deep Medicine Acquisition Corp Class A,기타 금융업,556010
2646,ESSCU,East Stone Acquisition Unit,기타 금융업,556010
2647,SCPH,scPharmaceuticals Inc,제약,562010
2648,LATG,LatAmGrowth SPAC Class A,기타 금융업,556010
2649,NBST,Newbury Street Acquisition Corp,기타 금융업,556010
2650,RCACU,Revelstone Capital Acquisition Units,기타 금융업,556010
2651,OVLY,Oak Valley Bancorp,은행,551010
2652,TWCBU,Bilander Acquisition Units,기타 금융업,556010
2653,LBRDP,Liberty Broadband Cum Redeemable Prf Shs Series A,미디어 및 출판,533020
2654,SCMA,Seaport Calibre Materials Acquisition Corp Class A,기타 금융업,556010
2655,VWE,Vintage Wine Estates Inc,음료,541010
2656,RTLPP,Necessity Retail REIT 7 50 Cumulative Redeemable Perpetual Prf Shs Series A,주택 및 상업용 리츠,601020
2657,EBAC,European Biotech Acquisition Corp Class A,기타 금융업,556010
2658,RCMT,R C M Technologies Inc,건설 및 엔지니어링,522010
2659,PEBK,Peoples Bancorp of North Carolina Inc,은행,551010
2660,MEOA,Minority Equality Opportunities Acquisition Inc Class A,기타 금융업,556010
2661,WMPN,William Penn Bancorp,은행,551010
2662,PYR,Pyrogenesis Canada Inc,전문 및 상업 서비스,522030
2663,NATR,Natures Sunshine Products Inc,식품 및 담배,541020
2664,LION,Lionheart III Corp Class A,기타 금융업,556010
2665,CDLX,Cardlytics Inc,미디어 및 출판,533020
2666,DAKT,Daktronics Inc,전자 장비 및 부품,571040
2667,TOP,TOP Financial Group Ltd,투자은행 및 서비스,551020
2668,HBANM,Huntington Bancshares Dep Shs Rep 1 1000 Prf Shs Series I,은행,551010
